,symbol,market,name,sector,industry,listingdate,settlemonth,representative,homepage,region,close,cap,volume,amount,shares_num,BPS,PER,PBR,EPS,DIV,DPS
601,300120,KOSDAQ,라온피플,소프트웨어 개발 및 공급업,"카메라 모듈 검사기, AI 머신비전, 골프센서",2019-10-18,12월,이석중,http://www.laonpeople.com/,경기도,12000,126694272000,18347,218486100,10557856,5003,0.0,2.4,0,0.0,0
602,171120,KOSDAQ,라이온켐텍,기타 화학제품 제조업,"합성왁스, 인조대리석",2013-11-19,12월,"박희원, 박서영",http://www.lctkorea.com,대전광역시,7900,149259250400,15305,121795370,18893576,6456,16.63,1.22,475,2.53,200
603,069540,KOSDAQ,라이트론,통신 및 방송 장비 제조업,기타무선통신장비제조업,2004-02-13,12월,박찬희,http://www.lightron.co.kr,대전광역시,4500,117278802000,197674,900868255,26061956,2142,0.0,2.1,0,0.0,0
604,347700,KOSDAQ,라이프시맨틱스,소프트웨어 개발 및 공급업,"소프트웨어(개인건강기록 플랫폼,진료기록번역플랫폼,질병분류기호 검색) 개발,공급/의료기기 도매/자문,컨설팅/전자상거래,통신판매",2021-03-23,12월,송승재,http://lifesemantics.kr,서울특별시,7150,73129842500,23122,164881770,10227950,1290,0.0,5.54,0,0.0,0
605,214260,KOSDAQ,라파스,기타 화학제품 제조업,"마이크로니들 패치 제품(의약품패치, 의료기기패치, 미용패치 등)",2019-11-11,12월,정도현,http://www.raphas.com,서울특별시,44150,380458916400,52543,2312835900,8617416,6092,76.38,7.25,578,0.0,0
606,115390,KOSPI,락앤락,플라스틱제품 제조업,플라스틱 밀폐용기,2010-01-28,12월,"김성훈, 김성태(각자 대표이사)",,경기도,9660,497976999240,22711,218966970,51550414,13779,31.06,0.7,311,0.0,0
607,200350,KOSDAQ,래몽래인,"영화, 비디오물, 방송프로그램 제작 및 배급업",드라마 제작,2021-12-30,12월,"김동래, 박지복",http://reamongraein.co.kr,서울특별시,19500,122041120500,17273,334769650,6258519,7145,41.94,2.73,465,0.0,0
608,171010,KOSDAQ,램테크놀러지,기초 화학물질 제조업,"반도체 식각액, 박리액, 세정액 등",2013-11-18,12월,길준봉,http://www.ramtech.co.kr,경기도,7340,101556658380,182640,1336162110,13836057,3166,30.97,2.32,237,0.0,0
609,084650,KOSDAQ,랩지노믹스,자연과학 및 공학 연구개발업,체외진단 서비스 및 제품,2014-12-16,12월,진승현,http://www.labgenomics.co.kr,경기도,7060,239980858380,517186,3652476670,33991623,4747,2.83,1.49,2497,4.25,300
610,217500,KOSDAQ,러셀,특수 목적용 기계 제조업,반도체장비 리퍼비시,2015-06-16,12월,권순욱,http://www.erussell.co.kr/,충청북도,4440,141245280000,257340,1140554405,31812000,1719,20.85,2.58,213,0.68,30
611,141080,KOSDAQ,레고켐바이오,자연과학 및 공학 연구개발업,신약후보물질 발굴을 통한 License-Out,2013-05-10,12월,김용주,http://www.legochembio.com,대전광역시,41950,1019521673100,139178,5809643750,24303258,9497,0.0,4.42,0,0.0,0
612,060300,KOSDAQ,레드로버,"영화, 비디오물, 방송프로그램 제작 및 배급업","콘텐츠제작, 4D 시네마 시스템 및 영상관 구축, 3D융합, 3D HW, 3D SW, VR",2002-01-10,12월,백성준 대표이사,http://www.redrover.co.kr,경기도,1830,53493273510,0,0,29231297,817,31.55,2.24,58,0.0,0
613,038390,KOSDAQ,레드캡투어,여행사 및 기타 여행보조 서비스업,"여행알선, 렌터카",2000-02-01,12월,인유성,http://www.redcap.co.kr,서울특별시,21500,184673820000,8999,194290350,8589480,21711,14.48,0.99,1485,3.72,800
614,294140,KOSDAQ,레몬,화학섬유 제조업,"EMI Shield Can, 나노멤브레인 등",2020-02-28,12월,김광진,http://www.lemonano.co.kr,경상북도,4215,155955000000,23050,97069115,37000000,761,0.0,5.54,0,0.0,0
615,228670,KOSDAQ,레이,의료용 기기 제조업,"디지털 치료솔루션(CT scan 장비, 3D 프린터), 디지털 진단시스템(X-ray, CT 등)",2019-08-08,12월,이상철,http://www.raymedical.co.kr/,경기도,18850,250828165900,508375,9507841650,13306534,6981,0.0,2.7,0,0.0,0
616,228850,KOSDAQ,레이언스,의료용 기기 제조업,"TFT Detector, CMOS Detector, I/O Sensor",2016-04-11,12월,김태우,http://www.rayence.com,경기도,11450,189967110300,9681,110874200,16591014,12746,12.46,0.9,919,0.87,100
617,281740,KOSDAQ,레이크머티리얼즈,기타 화학제품 제조업,"LED, 반도체 소재 및 석유화학촉매",2017-12-12,12월,김진동,http://www.lake-led.com,세종특별자치시,5080,333911183840,686711,3504642630,65730548,884,18.47,5.75,275,0.0,0
618,277810,KOSDAQ,레인보우로보틱스,특수 목적용 기계 제조업,"협동로봇, 천문마운트시스템, 이족보행로봇 등",2021-02-03,12월,이정호,http://www.rainbow-robotics.com/new/index_ko.php,대전광역시,22550,363849075700,103924,2338262250,16135214,2895,0.0,7.79,0,0.0,0
619,215100,KOSDAQ,로보로보,기타 전기장비 제조업,교육용로봇,2015-04-22,12월,박병수,http://www.roborobo.co.kr,서울특별시,9120,185577900480,786017,7154929690,20348454,1497,0.0,6.09,0,0.0,0
620,090360,KOSDAQ,로보스타,특수 목적용 기계 제조업,"제조용 로봇, FPD 장비, IT부품 제조장비",2011-10-17,12월,이병서,http://robostar.co.kr,경기도,22800,222300000000,71256,1620723800,9750000,8829,135.71,2.58,168,0.0,0
621,108490,KOSDAQ,로보티즈,특수 목적용 기계 제조업,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",2018-10-26,12월,김병수,,서울특별시,21550,256492905650,327287,7003307200,11902223,6164,331.54,3.5,65,0.0,0
622,067730,KOSDAQ,로지시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","전산장비 판매 및 유지보수, VAN기기 대행관리",2015-07-29,12월,이규현,http://www.logisys.co.kr,서울특별시,6750,65298973500,75547,510244490,9673922,1942,31.4,3.48,215,2.22,150
623,071280,KOSDAQ,로체시스템즈,특수 목적용 기계 제조업,LCD 제조용 이송장비,2003-11-14,12월,박기환,http://www.rorze.co.kr,경기도,6630,101416477890,221641,1463581140,15296603,5602,10.46,1.18,634,0.3,20
624,032350,KOSPI,롯데관광개발,여행사 및 기타 여행보조 서비스업,"국내외여행알선,관광개발,전세운수,항공권매매대행",2006-06-08,12월,"김기병, 백현, 김한준",http://lottetour.com,제주특별자치도,16300,1176925754200,451959,7332116700,72204034,811,0.0,20.1,0,0.0,0
625,089860,KOSPI,롯데렌탈,운송장비 임대업,"렌터카, 카셰어링(그린카), 중고차매매, 일반렌탈(측정기,OA, 리프트 등)",2021-08-19,12월,김현수,http://www.lotterental.com/,경기도,36650,1342638408950,99855,3658906550,36634063,33557,9.94,1.09,3687,2.46,900
626,000400,KOSPI,롯데손해보험,보험업,손해보험업,1971-04-16,12월,이은호,http://www.lotteins.co.kr,서울특별시,1810,561708739200,337182,611245520,310336320,3242,4.78,0.56,379,0.0,0
627,023530,KOSPI,롯데쇼핑,종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",2006-02-09,12월,"김상현(김 사무엘 상현), 정준호, 강성현",http://www.lotteshoppingir.com/,서울특별시,100000,2828875500000,94010,9401305200,28288755,356677,0.0,0.28,0,2.8,2800
628,004000,KOSPI,롯데정밀화학,기초 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조",1976-04-15,12월,김용석,http://www.lottefinechem.com,울산광역시,83500,2154300000000,105477,8846412000,25800000,86322,3.63,0.97,22986,2.75,2300
629,286940,KOSPI,롯데정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","SM, SI",2018-07-27,12월,노준형,http://www.ldcc.co.kr,서울특별시,29600,455731397600,30331,898767400,15396331,28633,12.92,1.03,2291,2.36,700
630,280360,KOSPI,롯데제과,기타 식품 제조업,"껌,캔디,초코,비스켓,빙과",2017-10-30,12월,"신동빈, 이영구",http://www.lotteconf.co.kr/,서울특별시,113500,728297379500,6792,769391500,6416717,192466,20.86,0.59,5442,1.41,1600
631,004990,KOSPI,롯데지주,기타 금융업,지주회사,1974-02-16,12월,"신동빈,송용덕,이동우",http://www.lotte.co.kr,서울특별시,35150,3687559680550,96262,3377672400,104909237,97570,8.15,0.36,4315,4.27,1500
632,005300,KOSPI,롯데칠성,비알코올음료 및 얼음 제조업,"청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원",1973-06-21,12월,박윤기,http://company.lottechilsung.co.kr,서울특별시,195500,1814021822000,38578,7551426500,9278884,143885,14.65,1.36,13341,1.53,3000
633,011170,KOSPI,롯데케미칼,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조",1991-05-30,12월,"신동빈,김교현,이영준,황진구",http://www.lottechem.com,서울특별시,207000,7095011733000,190303,39170795500,34275419,420424,5.27,0.49,39260,4.01,8300
634,002270,KOSPI,롯데푸드,낙농제품 및 식용빙과류 제조업,"빙과,유지,식품 제조",1973-05-09,12월,이진성,http://www.lottefoods.co.kr,서울특별시,315500,381456852500,792,250167000,1209055,796390,0.0,0.4,0,3.17,10000
635,071840,KOSPI,롯데하이마트,가전제품 및 정보통신장비 소매업,"가전제품,잡화 도소매/부동산 임대",2011-06-29,12월,황영근,http://company.himart.co.kr,서울특별시,21650,511106964800,17943,387343800,23607712,78984,0.0,0.27,0,4.62,1000
636,038060,KOSDAQ,루멘스,반도체 제조업,LED개발 및 제조,2006-08-08,12월,이경재,http://www.lumens.co.kr,경기도,1415,68065842635,3995849,5774035725,48103069,1568,0.0,0.9,0,0.0,0
637,085370,KOSDAQ,루트로닉,의료용 기기 제조업,의료용레이저기기,2006-07-04,12월,황해령,http://www.lutronic.com,경기도,23800,626337483800,276563,6579311300,26316701,4715,21.72,5.05,1096,0.81,192
638,060240,KOSDAQ,룽투코리아,소프트웨어 개발 및 공급업,"모바일게임(열혈강호,검과마법)",2002-01-04,12월,양 성 휘,http://www.longtukorea.kr/,경기도,5770,146726968680,605775,3518632980,25429284,2583,0.0,2.23,0,0.0,0
639,058470,KOSDAQ,리노공업,전자부품 제조업,"리노핀, 반도체 소켓 등",2001-12-18,12월,이채윤,http://leeno.com/kr,부산광역시,158100,2409818697000,67670,10707413358,15242370,27518,23.12,5.75,6839,1.58,2500
640,039980,KOSDAQ,리노스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","TRS통신, Kipling Bag외",2002-08-13,12월,"김웅, 박병근 (각자 대표이사)",http://www.leenos.co.kr,서울특별시,1110,50742091560,163981,181073940,45713596,1604,48.26,0.69,23,0.0,0
641,019570,KOSDAQ,리더스 기술투자,신탁업 및 집합투자업,금융투자,1989-03-14,03월,김형준,http://www.geminivc.co.kr,서울특별시,452,58779753304,531403,241229244,130043702,416,4.11,1.09,110,0.0,0
642,016100,KOSDAQ,리더스코스메틱,기타 화학제품 제조업,화장품,2003-01-15,12월,"김진구, 김진상(공동 대표이사)",http://www.leaderscosmetics.com,서울특별시,3050,58257726700,46290,141112100,19100894,3039,0.0,1.0,0,0.0,0
643,012700,KOSDAQ,리드코프,기타 전문 도매업,화공약품운반,1996-01-19,12월,김철우,http://www.leadcorp.co.kr,서울특별시,9040,239073060400,57791,522008580,26446135,16788,5.76,0.54,1570,8.85,800
644,302550,KOSDAQ,리메드,의료용 기기 제조업,자기장 치료기기,2019-12-06,12월,-,http://remed.kr,대전광역시,19200,117650227200,13655,263517650,6127616,4259,156.1,4.51,123,0.0,0
645,377450,KOSDAQ,리파인,기타 정보 서비스업,권리조사,2021-10-29,12월,이창섭,http://www.refine.co.kr,서울특별시,12950,224423500000,57950,755238200,17330000,7964,10.53,1.63,1230,0.0,0
646,277070,KOSDAQ,린드먼아시아,신탁업 및 집합투자업,"투자조합, PEF 결성 및 투자",2018-03-14,12월,김진하,http://www.laic.kr,서울특별시,5330,72978360000,10104,53567330,13692000,4011,13.39,1.33,398,0.79,42
647,042500,KOSDAQ,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축(Network Integration),2002-01-10,12월,이주석,http://www.ringnet.co.kr,서울특별시,5810,89223461180,28722,166796750,15356878,5940,8.62,0.98,674,0.0,0
648,219420,KOSDAQ,링크제니시스,소프트웨어 개발 및 공급업,"반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)",2018-02-05,12월,정성우,http://www.linkgenesis.co.kr,경기도,7420,85103741940,40187,297213140,11469507,3532,18.83,2.1,394,0.0,0
649,027740,KOSPI,마니커,"도축, 육류 가공 및 저장 처리업","닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행",2002-10-29,12월,안정원,http://www.maniker.co.kr,경기도,2115,134326247220,10082215,21378029400,63511228,745,0.0,2.84,0,0.0,0
650,195500,KOSDAQ,마니커에프앤지,"도축, 육류 가공 및 저장 처리업","육가공품, 튀김류, 패티류, 삼계탕 등",2019-08-20,12월,최장호,http://www.manikerfng.com,경기도,5250,83622000000,1165678,6113385420,15928000,4090,0.0,1.28,0,0.0,0
651,222810,KOSDAQ,마이더스AI,소프트웨어 개발 및 공급업,보안솔루션 개발 외,2015-08-13,12월,서상철,http://www.midas-ai.co.kr,서울특별시,2295,80801797725,955606,2142497485,35207755,1600,0.0,1.43,0,0.0,0
652,305090,KOSDAQ,마이크로디지탈,의료용 기기 제조업,"바이오 분석 시스템, 메디칼 자동화 시스템",2019-06-05,12월,김경남,http://www.md-best.com,경기도,7080,52194468000,25237,179121830,7372100,817,0.0,8.67,0,0.0,0
653,098120,KOSDAQ,마이크로컨텍솔,전자부품 제조업,"BGA IC Burn-In Socket,DRAM Module Socket",2008-09-23,12월,양승은,http://www.mcsgroup.co.kr,충청남도,8980,74648638680,113021,1008543510,8312766,5012,9.93,1.79,904,0.33,30
654,147760,KOSDAQ,마이크로프랜드,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 검사용 프로브카드,2016-12-12,12월,조병호,http://www.microfriend.co.kr,서울특별시,5420,58643673720,46423,249946390,10819866,5148,7.47,1.05,726,0.0,0
655,377480,KOSDAQ,마인즈랩,소프트웨어 개발 및 공급업,종합 인공지능 엔진 및 플랫폼,2021-11-23,12월,유태준,maum.ai,경기도,20950,127359407600,75767,1578591400,6079208,4928,53.86,4.25,389,0.0,0
656,038290,KOSDAQ,마크로젠,"그외 기타 전문, 과학 및 기술 서비스업","DNA Sequencing, Microarray, Genetically Engineered Mouse",2000-02-22,12월,"이수강, 김창훈 (각자 대표이사)",http://www.macrogen.com,서울특별시,28750,311690250000,25496,731432250,10841400,20290,252.19,1.42,114,1.04,300
657,204320,KOSPI,만도,자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치",2014-10-06,12월,"조성현,김광헌 (2인 각자 대표이사)",http://www.mando.com,경기도,53400,2507510208000,241375,12811437900,46957120,41672,14.97,1.28,3567,1.5,800
658,001080,KOSPI,만호제강,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대",1977-06-18,06월,김상환,http://www.manhorope.com,부산광역시,25100,104165000000,4157,104882850,4150000,76621,86.55,0.33,290,0.8,200
659,267980,KOSDAQ,매일유업,낙농제품 및 식용빙과류 제조업,"유제품(우유, 분유, 발효유, 치즈, 음료 등)",2017-06-05,12월,김선희,http://www.maeil.com,서울특별시,67000,525523746000,6381,426422600,7843638,67256,6.82,1.0,9820,1.79,1200
660,005990,KOSDAQ,매일홀딩스,낙농제품 및 식용빙과류 제조업,유제품,1999-05-14,12월,"김정완, 권태훈(각자대표이사)",http://www.maeil.com,서울특별시,10150,139240785600,14002,141262850,13718304,26268,2.84,0.39,3575,1.48,150
661,127160,KOSDAQ,매직마이크로,전자부품 제조업,"LED 리드프레임, LED PKG",2015-11-19,12월,김 덕 근,http://www.magicmicro.co.kr,경기도,282,24427827282,0,0,86623501,213,0.0,1.32,0,0.0,0
662,093520,KOSDAQ,매커스,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통,2007-02-12,12월,"신동철, 성종률",http://www.makus.co.kr,서울특별시,10550,170520620600,123808,1296246000,16163092,6623,5.08,1.59,2076,1.14,120
663,377030,KOSDAQ,맥스트,소프트웨어 개발 및 공급업,AR 개발 플랫폼/AR솔루션,2021-07-27,12월,"박재완, 손태윤(각자대표)",http://www.maxst.com,서울특별시,22000,430559404000,506827,11220908150,19570882,869,0.0,25.32,0,0.0,0
664,100590,KOSDAQ,머큐리,통신 및 방송 장비 제조업,"AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비",2018-12-14,12월,황 하영,,인천광역시,7710,114275630820,25784,198579470,14821742,5858,20.13,1.32,383,0.0,0
665,067280,KOSDAQ,멀티캠퍼스,기타 교육기관,성인/기업전문 교육서비스,2006-11-16,12월,박성태,http://www.multicampus.com,서울특별시,43400,257222208600,3546,154575650,5926779,23142,12.62,1.88,3439,1.38,600
666,072870,KOSDAQ,메가스터디,"서적, 잡지 및 기타 인쇄물 출판업","온라인강의,교재판매",2004-12-21,12월,"손주은, 손은진(각자 대표이사)",http://www.megastudyholdings.com,서울특별시,11750,140071268250,46924,550039800,11920959,25244,5.48,0.47,2145,5.11,600
667,215200,KOSDAQ,메가스터디교육,일반 교습 학원,"오프라인 학원, 온라인 강의",2015-05-04,12월,손성은,http://www.megastudy.net,서울특별시,92000,1091292960000,38392,3528500700,11861880,28762,13.35,3.2,6893,2.17,2000
668,133750,KOSDAQ,메가엠디,일반 교습 학원,"의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의",2015-12-18,12월,임수아,http:// http://www.megamd.co.kr,서울특별시,3265,76424106405,65241,211871400,23407077,3017,10.85,1.08,301,4.59,150
669,235980,KOSDAQ,메드팩토,자연과학 및 공학 연구개발업,항암제 신약개발,2019-12-19,12월,김성진,http://www.medpacto.com,서울특별시,29100,612477943200,155366,4584673250,21047352,2089,0.0,13.93,0,0.0,0
670,041920,KOSDAQ,메디아나,의료용 기기 제조업,"환자감시장치, 자동심장 제세동기(AED)",2014-10-07,12월,길문종,http://www.mediana.co.kr,강원도,5790,92640000000,54686,316642300,16000000,4936,10.53,1.17,550,0.47,27
671,014100,KOSDAQ,메디앙스,기타 화학제품 제조업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",1995-01-03,12월,박수찬,http://www.medience.co.kr,서울특별시,5180,61124000000,81795,417522695,11800000,8055,13.7,0.64,378,0.0,0
672,054180,KOSDAQ,메디콕스,선박 및 보트 건조업,XML/SGML 관련 제품 및 솔루션,2001-10-16,12월,오대환,http://www.megabion.co.kr,서울특별시,645,62104567395,686022,444186519,96286151,700,0.0,0.92,0,0.0,0
673,086900,KOSDAQ,메디톡스,기초 의약물질 및 생물학적 제제 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",2009-01-16,12월,정현호,http://www.medytox.com,충청북도,129300,847700238900,18365,2370094800,6556073,60506,8.41,2.14,15377,0.0,0
674,078160,KOSDAQ,메디포스트,기초 의약물질 및 생물학적 제제 제조업,제대혈은행,2005-07-29,12월,양윤선,http://www.medi-post.co.kr,경기도,25000,406604850000,153566,3810638000,16264194,9878,0.0,2.53,0,0.0,0
675,065650,KOSDAQ,메디프론,기계장비 및 관련 물품 도매업,음반재킷 제작,2003-01-21,12월,김상우,http://medifon.com,서울특별시,2065,90066955335,23485,48445915,43615959,970,0.0,2.13,0,0.0,0
676,138040,KOSPI,메리츠금융지주,기타 금융업,투자사업,2011-05-13,12월,김용범,http://www.meritzgroup.com,서울특별시,31950,4187088843300,112386,3616116550,131051294,29591,5.39,1.08,5932,0.66,210
677,008560,KOSPI,메리츠증권,금융 지원 서비스업,"유가증권의 위탁매매,자기매매,인수공모주선업무",1992-01-15,12월,최희문,http://www.imeritz.com,서울특별시,6140,4051114155060,747190,4599675240,659790579,8360,5.11,0.73,1201,1.63,100
678,000060,KOSPI,메리츠화재,보험업,"손해보험(화재,해상,운송보험)",1956-07-02,12월,김용범,http://www.meritzfire.com,서울특별시,39300,4740562500000,111914,4443420550,120625000,22086,6.81,1.78,5768,1.58,620
679,021880,KOSDAQ,메이슨캐피탈,기타 금융업,리스수입,1996-09-02,03월,최성욱,http://mason-capital.co.kr,전라북도,632,96054145856,3335947,2125017938,151984408,331,30.1,1.91,21,0.0,0
680,140410,KOSDAQ,메지온,자연과학 및 공학 연구개발업,"발기부전증치료제, 전립선비대증치료제",2012-01-20,12월,박동현,,서울특별시,20000,534840360000,373911,7505573350,26742018,2355,0.0,8.49,0,0.0,0
681,241770,KOSDAQ,메카로,기타 화학제품 제조업,반도체용 전구체 및 히터블록,2017-12-06,12월,"이재정, 박영순 (각자대표)",http://www.mecaro.com,경기도,12250,124859840000,4065,50107900,10192640,15088,15.01,0.81,816,1.31,160
682,090370,KOSPI,메타랩스,봉제의복 제조업,"여성용 의류(캐쥬얼티셔츠,바지) 제조",2006-12-26,12월,유지헌,http://www.metalabs.co.kr,서울특별시,820,61109227360,2260409,1891292718,74523448,704,0.0,1.16,0,0.0,0
683,059210,KOSDAQ,메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재",2008-04-15,12월,오석송,http://wwwlmeta-biomed.com,충청북도,2810,67053206310,1141772,3226758765,23862351,2547,6.66,1.1,422,0.71,20
684,058110,KOSDAQ,멕아이씨에스,의료용 기기 제조업,인공호흡기,2015-12-14,12월,김종철,http://www.mek-ics.com,경기도,6030,96784695900,61589,370295850,16050530,4528,9.93,1.33,607,1.38,83
685,096640,KOSDAQ,멜파스,전자부품 제조업,"터치센서 칩, 터치스크린 모듈, 터치키 모듈 제조",2009-12-18,12월,이준섭,http://www.melfas.com,경기도,1495,56729621325,0,0,37946235,986,0.0,1.52,0,0.0,0
686,017180,KOSPI,명문제약,의약품 제조업,"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매",2008-07-10,12월,배철한,http://www.mmpharm.co.kr,경기도,3515,119346390810,32612,115432960,33953454,2374,0.0,1.48,0,0.0,0
687,257370,KOSDAQ,명성티엔에스,특수 목적용 기계 제조업,"2차전지 분리막 제조설비, 디스플레이용 생산설비",2018-09-13,12월,"김준규,김준섭",http://www.ms-mc.co.kr,대구광역시,9210,71157896760,0,0,7726156,3306,0.0,2.79,0,0.0,0
688,009900,KOSPI,명신산업,자동차 신품 부품 제조업,자동차차체부품,2020-12-07,12월,박봉근,http://www.myoungshinindustry.com,경상북도,22550,1183201499150,175074,3949437750,52470133,5662,23.59,3.98,956,0.0,0
689,012690,KOSPI,모나리자,기타 종이 및 판지 제품 제조업,"화장지,미용티슈 제조,도매",1988-10-14,12월,주광옥,http://www.monarisa.co.kr,서울특별시,4170,152502133350,375964,1565070495,36571255,2058,46.85,2.03,89,0.0,0
690,005360,KOSPI,모나미,생활용품 도매업,"BP153(BALL POINT PEN), P-3000(PLUS PEN), 유성매직, 보드마카, 네임펜, PARKER, WARTERMAN, 색연필",1974-06-26,12월,송하경,http://www.monami.com,경기도,4410,83337123870,54976,242181405,18897307,5405,5.33,0.82,827,2.27,100
691,080420,KOSDAQ,모다이노칩,"섬유, 의복, 신발 및 가죽제품 소매업","ESD필터,칩바리스터",2005-12-06,12월,"박인길, 정태형",http://www.innochips.co.kr,경기도,3465,276235420230,54641,189270450,79721622,4454,24.06,0.78,144,0.0,0
692,080160,KOSDAQ,모두투어,여행사 및 기타 여행보조 서비스업,"항공권판매수수료,해외여행알선",2005-07-26,12월,우종웅,http://www.modetour.co.kr,서울특별시,21150,399735000000,137176,2899080200,18900000,4007,20.9,5.28,1012,0.0,0
693,100030,KOSDAQ,모바일리더,소프트웨어 개발 및 공급업,"금융솔루션,동기화솔루션",2010-05-25,12월,백형덕,http://mobileleader.com,서울특별시,20450,67151951300,3207,65292100,3283714,16734,5.86,1.22,3487,0.0,0
694,087260,KOSDAQ,모바일어플라이언스,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, HUD, ADAS",2017-02-24,12월,이재신,http://www.mobileappliance.co.kr,경기도,4045,131310594070,214507,869515090,32462446,1347,52.53,3.0,77,0.0,0
695,101330,KOSDAQ,모베이스,통신 및 방송 장비 제조업,휴대전화 케이스,2010-02-04,12월,"손병준, 김낙순",http://www.mobase.com,경기도,3570,85530731160,15144,53955790,23958188,10629,0.0,0.34,0,0.0,0
696,012860,KOSDAQ,모베이스전자,자동차 신품 부품 제조업,"스마트키,스위치",1994-10-26,12월,"김상영, 이광윤",http://www.mobaseelec.com,경기도,1860,131607419220,217870,404250350,70756677,2652,0.0,0.7,0,0.0,0
697,348030,KOSDAQ,모비릭스,소프트웨어 개발 및 공급업,모바일 게임 개발 및 퍼블리싱,2021-01-28,12월,임중수,http://www.mobirix.com,서울특별시,14750,141656050000,8918,132130600,9603800,7911,13.62,1.86,1083,0.0,0
698,250060,KOSDAQ,모비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",기업인수합병,2016-09-08,12월,김지헌,,경기도,2050,65951193700,77640,160216525,32171314,933,0.0,2.2,0,0.0,0
699,288980,KOSDAQ,모아데이타,소프트웨어 개발 및 공급업,인공지능 기반 ICT 시스템 이상탐지 및 예측 솔루션,2022-03-10,12월,한상진,http://www.moadata.co.kr,경기도,12700,68654574400,15619,198968800,5405872,4240,37.13,3.0,342,0.0,0
700,033200,KOSDAQ,모아텍,전자부품 제조업,위치제어용초정및소형모터,1997-10-13,03월,이제희,http://www.moatech.co.kr,인천광역시,6570,94155885450,18299,120448000,14331185,5047,0.0,1.3,0,0.0,0
701,009680,KOSPI,모토닉,자동차 신품 부품 제조업,"자동차용 기화기(캬브레타,다이캐스트,연료펌프) 제조,판매",1994-01-14,12월,"김영봉, 신현돈(각자 대표이사)",http://www.motonic.co.kr,서울특별시,8770,289410000000,11498,101157310,33000000,19169,16.0,0.46,548,4.56,400
702,118990,KOSDAQ,모트렉스,자동차 신품 부품 제조업,차량용 인포테인먼트,2017-08-04,12월,이형환,http://www.motrex.co.kr,경기도,37250,307470253750,177025,6624858900,8254235,16900,24.83,2.2,1500,0.0,0
703,006920,KOSDAQ,모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘,1989-01-05,12월,이기명,http://www.imohenz.com,충청남도,5330,58203600000,30234,160252950,10920000,2111,0.0,2.52,0,0.0,0
704,009580,KOSPI,무림P&P,"펄프, 종이 및 판지 제조업","표백화학펄프(B.K.P) 제조,목재가공,조림사업",1989-06-20,12월,이도균,http://www.moorimpnp.co.kr,울산광역시,4965,309658728660,1292589,6410830725,62368324,9788,16.66,0.51,298,2.52,125
705,001810,KOSDAQ,무림SP,"펄프, 종이 및 판지 제조업","아트지,CCP지",2000-01-04,12월,이도균,http://www.moorim.co.kr,서울특별시,3345,74049937500,206474,684308390,22137500,9520,17.61,0.35,190,0.75,25
706,009200,KOSPI,무림페이퍼,"펄프, 종이 및 판지 제조업","지류,아트지,백상지 제조",1990-06-09,12월,이도균,http://www.moorim.co.kr,경상남도,3150,131069326500,1372236,4297075020,41609310,9473,0.0,0.33,0,0.79,25
707,033920,KOSPI,무학,알코올음료 제조업,소주,2010-07-20,12월,"최재호, 최낙준 (각자 대표이사)",http://www.muhak.co.kr,경상남도,8280,235980000000,50498,416155170,28500000,18822,0.0,0.44,0,2.78,230
708,008420,KOSPI,문배철강,1차 철강 제조업,"철강재중 판재류(후판,박판,무늬강판) 제조,도매",1994-11-05,12월,배종민,http://www.moonbaesteel.co.kr,서울특별시,4805,98519341525,176396,847188045,20503505,7298,3.71,0.66,1295,1.56,75
